week,time,user,price
2,10,tiebout,43
2,11,tiebout,39
2,0,eldon,75
2,1,eldon,72
2,2,eldon,69
2,3,eldon,65
2,4,eldon,62
2,5,eldon,59
2,6,eldon,87
2,7,eldon,103
2,8,eldon,147
2,9,eldon,180
2,10,eldon,147
2,11,eldon,68
2,0,theresa-marie,82
2,1,theresa-marie,78
2,2,theresa-marie,74
2,3,theresa-marie,70
2,4,theresa-marie,66
2,5,theresa-marie,63
2,6,theresa-marie,60
2,7,theresa-marie,56
2,8,theresa-marie,123
2,9,theresa-marie,137
2,10,theresa-marie,201
2,11,theresa-marie,154
3,0,cleo,104
3,1,cleo,113
3,2,cleo,101
3,3,cleo,111
3,4,cleo,132
3,5,cleo,94
3,6,cleo,68
3,7,cleo,62
3,8,cleo,129
3,9,cleo,62
3,10,cleo,57
3,11,cleo,48
3,0,arlie,86
3,1,arlie,82
3,2,arlie,78
3,3,arlie,75
3,4,arlie,71
3,5,arlie,66
3,6,arlie,63
3,7,arlie,60
3,8,arlie,55
3,9,arlie,52
3,10,arlie,47
3,11,arlie,43
3,0,boyce,77
3,1,boyce,73
3,2,boyce,68
3,3,boyce,64
3,4,boyce,60
3,5,boyce,56
3,6,boyce,52
3,7,boyce,114
3,8,boyce,117
3,9,boyce,135
3,10,boyce,145
3,11,boyce,142
3,0,wilfred,86
3,1,wilfred,82
3,2,wilfred,78
3,3,wilfred,75
3,4,wilfred,72
3,5,wilfred,87
3,6,wilfred,158
3,7,wilfred,538
3,8,wilfred,186
3,9,wilfred,131
3,10,wilfred,69
3,11,wilfred,74
4,0,sansone,149
4,1,sansone,104
4,2,sansone,141
4,3,sansone,148
4,4,sansone,127
4,5,sansone,73
4,6,sansone,64
4,7,sansone,57
4,8,sansone,122
4,9,sansone,116
4,10,sansone,84
4,11,sansone,79
4,0,neilla,94
4,1,neilla,90
4,2,neilla,85
4,3,neilla,81
4,4,neilla,77
4,5,neilla,72
4,6,neilla,67
4,7,neilla,64
4,8,neilla,59
4,9,neilla,55
4,10,neilla,50
4,11,neilla,45
4,0,hart,97
4,1,hart,92
4,2,hart,87
4,3,hart,83
4,4,hart,78
4,5,hart,74
4,6,hart,71
4,7,hart,66
4,8,hart,105
4,9,hart,135
4,10,hart,160
4,11,hart,179
4,0,bennie,94
4,1,bennie,90
4,2,bennie,85
4,3,bennie,80
4,4,bennie,76
4,5,bennie,72
4,6,bennie,68
4,7,bennie,63
4,8,bennie,59
4,9,bennie,129
4,10,bennie,179
4,11,bennie,647
5,0,ariela,112
5,1,ariela,93
5,2,ariela,119
5,3,ariela,92
5,4,ariela,124
5,5,ariela,63
5,6,ariela,55
5,7,ariela,50
5,8,ariela,118
5,9,ariela,106
5,10,ariela,73
5,11,ariela,68
5,0,winny,86
5,1,winny,82
5,2,winny,77
5,3,winny,73
5,4,winny,68
5,5,winny,65
5,6,winny,60
5,7,winny,55
5,8,winny,51
5,9,winny,48
5,10,winny,45
5,11,winny,40
5,0,odelia,83
5,1,odelia,80
5,2,odelia,76
5,3,odelia,72
5,4,odelia,97
5,5,odelia,128
5,6,odelia,136
5,7,odelia,138
5,8,odelia,135
5,9,odelia,70
5,10,odelia,66
5,11,odelia,61
5,0,umberto,85
5,1,umberto,82
5,2,umberto,79
5,3,umberto,74
5,4,umberto,69
5,5,umberto,65
5,6,umberto,61
5,7,umberto,57
5,8,umberto,120
5,9,umberto,190
5,10,umberto,349
5,11,umberto,180
6,0,gwendolyn,154
6,1,gwendolyn,130
6,2,gwendolyn,125
6,3,gwendolyn,136
6,4,gwendolyn,102
6,5,gwendolyn,136
6,6,gwendolyn,71
6,7,gwendolyn,62
6,8,gwendolyn,122
6,9,gwendolyn,88
6,10,gwendolyn,81
6,11,gwendolyn,72
6,0,lisandra,95
6,1,lisandra,90
6,2,lisandra,85
6,3,lisandra,80
6,4,lisandra,75
6,5,lisandra,69
6,6,lisandra,64
6,7,lisandra,59
6,8,lisandra,54
6,9,lisandra,50
6,10,lisandra,45
6,11,lisandra,40
6,0,tymothy,60
6,1,tymothy,55
6,2,tymothy,52
6,3,tymothy,47
6,4,tymothy,41
6,5,tymothy,109
6,6,tymothy,118
6,7,tymothy,196
6,8,tymothy,210
6,9,tymothy,191
6,10,tymothy,49
6,11,tymothy,44
6,0,berkie,94
6,1,berkie,90
6,2,berkie,85
6,3,berkie,81
6,4,berkie,118
6,5,berkie,180
6,6,berkie,344
6,7,berkie,173
6,8,berkie,151
6,9,berkie,76
6,10,berkie,58
6,11,berkie,77
7,0,pail,73
7,1,pail,64
7,2,pail,55
7,3,pail,98
7,4,pail,131
7,5,pail,116
7,6,pail,98
7,7,pail,99
7,8,pail,62
7,9,pail,53
7,10,pail,96
7,11,pail,97
7,0,amelita,90
7,1,amelita,86
7,2,amelita,82
7,3,amelita,78
7,4,amelita,75
7,5,amelita,70
7,6,amelita,67
7,7,amelita,63
7,8,amelita,59
7,9,amelita,56
7,10,amelita,51
7,11,amelita,48
7,0,abdul,57
7,1,abdul,54
7,2,abdul,50
7,3,abdul,46
7,4,abdul,43
7,5,abdul,39
7,6,abdul,35
7,7,abdul,109
7,8,abdul,121
7,9,abdul,149
7,10,abdul,176
7,11,abdul,165
7,0,joab,89
7,1,joab,85
7,2,joab,81
7,3,joab,78
7,4,joab,107
7,5,joab,199
7,6,joab,408
7,7,joab,174
7,8,joab,110
7,9,joab,63
7,10,joab,91
7,11,joab,64
8,0,ardine,95
8,1,ardine,127
8,2,ardine,67
8,3,ardine,57
8,4,ardine,48
8,5,ardine,114
8,6,ardine,115
8,7,ardine,144
8,8,ardine,142
8,9,ardine,114
8,10,ardine,65
8,11,ardine,55
8,0,galina,93
8,1,galina,89
8,2,galina,85
8,3,galina,82
8,4,galina,78
8,5,galina,74
8,6,galina,69
8,7,galina,64
8,8,galina,60
8,9,galina,55
8,10,galina,51
8,11,galina,47
8,0,berny,83
8,1,berny,80
8,2,berny,111
8,3,berny,125
8,4,berny,155
8,5,berny,159
8,6,berny,151
8,7,berny,76
8,8,berny,71
8,9,berny,67
8,10,berny,62
8,11,berny,58
8,0,alfonzo,92
8,1,alfonzo,89
8,2,alfonzo,84
8,3,alfonzo,80
8,4,alfonzo,75
8,5,alfonzo,71
8,6,alfonzo,65
8,7,alfonzo,62
8,8,alfonzo,125
8,9,alfonzo,185
8,10,alfonzo,530
8,11,alfonzo,178
9,0,ana,121
9,1,ana,97
9,2,ana,89
9,3,ana,103
9,4,ana,122
9,5,ana,108
9,6,ana,56
9,7,ana,50
9,8,ana,45
9,9,ana,102
9,10,ana,66
9,11,ana,57
9,0,michele,79
9,1,michele,76
9,2,michele,72
9,3,michele,68
9,4,michele,63
9,5,michele,61
9,6,michele,58
9,7,michele,54
9,8,michele,51
9,9,michele,47
9,10,michele,44
9,11,michele,39
9,0,laney,39
9,1,laney,35
9,2,laney,31
9,3,laney,27
9,4,laney,22
9,5,laney,96
9,6,laney,98
9,7,laney,128
9,8,laney,146
9,9,laney,141
9,10,laney,78
9,11,laney,75
9,0,jeanette,78
9,1,jeanette,75
9,2,jeanette,72
9,3,jeanette,69
9,4,jeanette,65
9,5,jeanette,61
9,6,jeanette,87
9,7,jeanette,167
9,8,jeanette,184
9,9,jeanette,181
9,10,jeanette,127
9,11,jeanette,57
10,0,mattheus,117
10,1,mattheus,125
10,2,mattheus,131
10,3,mattheus,136
10,4,mattheus,77
10,5,mattheus,68
10,6,mattheus,59
10,7,mattheus,114
10,8,mattheus,139
10,9,mattheus,126
10,10,mattheus,82
10,11,mattheus,72
10,0,jamima,94
10,1,jamima,90
10,2,jamima,85
10,3,jamima,81
10,4,jamima,76
10,5,jamima,72
10,6,jamima,68
10,7,jamima,64
10,8,jamima,60
10,9,jamima,55
10,10,jamima,50
10,11,jamima,45
10,0,ofelia,83
10,1,ofelia,79
10,2,ofelia,113
10,3,ofelia,125
10,4,ofelia,207
10,5,ofelia,214
10,6,ofelia,155
10,7,ofelia,94
10,8,ofelia,89
10,9,ofelia,85
10,10,ofelia,80
10,11,ofelia,76
10,0,alton,96
10,1,alton,92
10,2,alton,87
10,3,alton,83
10,4,alton,79
10,5,alton,75
10,6,alton,71
10,7,alton,66
10,8,alton,124
10,9,alton,170
10,10,alton,394
10,11,alton,205
11,0,blanch,121
11,1,blanch,139
11,2,blanch,111
11,3,blanch,118
11,4,blanch,91
11,5,blanch,66
11,6,blanch,57
11,7,blanch,110
11,8,blanch,72
11,9,blanch,63
11,10,blanch,55
11,11,blanch,108
11,0,hanan,86
11,1,hanan,83
11,2,hanan,79
11,3,hanan,75
11,4,hanan,70
11,5,hanan,65
11,6,hanan,62
11,7,hanan,58
11,8,hanan,55
11,9,hanan,51
11,10,hanan,47
11,11,hanan,44
11,0,lorrie,55
11,1,lorrie,52
11,2,lorrie,48
11,3,lorrie,45
11,4,lorrie,136
11,5,lorrie,98
11,6,lorrie,144
11,7,lorrie,163
11,8,lorrie,162
11,9,lorrie,72
11,10,lorrie,68
11,11,lorrie,64
11,0,arther,87
11,1,arther,83
11,2,arther,78
11,3,arther,75
11,4,arther,71
11,5,arther,67
11,6,arther,64
11,7,arther,60
11,8,arther,133
11,9,arther,143
11,10,arther,463
11,11,arther,189
12,0,nealy,112
12,1,nealy,119
12,2,nealy,95
12,3,nealy,73
12,4,nealy,66
12,5,nealy,58
12,6,nealy,119
12,7,nealy,140
12,8,nealy,142
12,9,nealy,75
12,10,nealy,67
12,11,nealy,137
12,0,sari,91
12,1,sari,88
12,2,sari,84
12,3,sari,79
12,4,sari,75
12,5,sari,71
12,6,sari,67
12,7,sari,63
12,8,sari,59
12,9,sari,54
12,10,sari,51
12,11,sari,47
12,0,nada,88
12,1,nada,85
12,2,nada,81
12,3,nada,78
12,4,nada,72
12,5,nada,67
12,6,nada,63
12,7,nada,59
12,8,nada,107
12,9,nada,145
12,10,nada,168
12,11,nada,203
12,0,web,92
12,1,web,88
12,2,web,83
12,3,web,79
12,4,web,74
12,5,web,70
12,6,web,66
12,7,web,111
12,8,web,205
12,9,web,309
12,10,web,203
12,11,web,138
13,0,arabelle,93
13,1,arabelle,128
13,2,arabelle,118
13,3,arabelle,125
13,4,arabelle,107
13,5,arabelle,76
13,6,arabelle,70
13,7,arabelle,66
13,8,arabelle,116
13,9,arabelle,107
13,10,arabelle,75
13,11,arabelle,65
13,0,harli,89
13,1,harli,84
13,2,harli,80
13,3,harli,76
13,4,harli,72
13,5,harli,69
13,6,harli,65
13,7,harli,61
13,8,harli,58
13,9,harli,54
13,10,harli,51
13,11,harli,46
13,0,marianna,55
13,1,marianna,51
13,2,marianna,109
13,3,marianna,142
13,4,marianna,142
13,5,marianna,174
13,6,marianna,167
13,7,marianna,82
13,8,marianna,78
13,9,marianna,75
13,10,marianna,70
13,11,marianna,67
13,0,stace,90
13,1,stace,85
13,2,stace,80
13,3,stace,127
13,4,stace,153
13,5,stace,225
13,6,stace,176
13,7,stace,113
13,8,stace,81
13,9,stace,59
13,10,stace,56
13,11,stace,47
14,0,chaim,88
14,1,chaim,108
14,2,chaim,119
14,3,chaim,65
14,4,chaim,59
14,5,chaim,123
14,6,chaim,127
14,7,chaim,66
14,8,chaim,62
14,9,chaim,53
14,10,chaim,122
14,11,chaim,107
14,0,jocelyn,86
14,1,jocelyn,82
14,2,jocelyn,79
14,3,jocelyn,75
14,4,jocelyn,70
14,5,jocelyn,67
14,6,jocelyn,64
14,7,jocelyn,61
14,8,jocelyn,57
14,9,jocelyn,53
14,10,jocelyn,48
14,11,jocelyn,44
14,0,hildy,46
14,1,hildy,42
14,2,hildy,37
14,3,hildy,34
14,4,hildy,30
14,5,hildy,27
14,6,hildy,22
14,7,hildy,18
14,8,hildy,108
14,9,hildy,116
14,10,hildy,146
14,11,hildy,187
14,0,kalinda,85
14,1,kalinda,81
14,2,kalinda,77
14,3,kalinda,73
14,4,kalinda,69
14,5,kalinda,65
14,6,kalinda,112
14,7,kalinda,153
14,8,kalinda,545
14,9,kalinda,189
14,10,kalinda,103
14,11,kalinda,53
15,0,brianne,134
15,1,brianne,113
15,2,brianne,110
15,3,brianne,116
15,4,brianne,120
15,5,brianne,103
15,6,brianne,79
15,7,brianne,73
15,8,brianne,68
15,9,brianne,95
15,10,brianne,76
15,11,brianne,67
15,0,opal,87
15,1,opal,83
15,2,opal,78
15,3,opal,74
15,4,opal,71
15,5,opal,67
15,6,opal,64
15,7,opal,59
15,8,opal,55
15,9,opal,51
15,10,opal,46
15,11,opal,42
15,0,renell,59
15,1,renell,55
15,2,renell,51
15,3,renell,47
15,4,renell,136
15,5,renell,112
15,6,renell,146
15,7,renell,157
15,8,renell,151
15,9,renell,62
15,10,renell,58
15,11,renell,55
15,0,dasya,90
15,1,dasya,86
15,2,dasya,82
15,3,dasya,78
15,4,dasya,74
15,5,dasya,70
15,6,dasya,137
15,7,dasya,154
15,8,dasya,511
15,9,dasya,193
15,10,dasya,125
15,11,dasya,54
16,0,thomasin,125
16,1,thomasin,97
16,2,thomasin,96
16,3,thomasin,62
16,4,thomasin,54
16,5,thomasin,50
16,6,thomasin,126
16,7,thomasin,83
16,8,thomasin,84
16,9,thomasin,83
16,10,thomasin,65
16,11,thomasin,62
16,0,laural,81
16,1,laural,78
16,2,laural,74
16,3,laural,72
16,4,laural,68
16,5,laural,64
16,6,laural,60
16,7,laural,56
16,8,laural,53
16,9,laural,49
16,10,laural,45
16,11,laural,42
16,0,jolee,38
16,1,jolee,35
16,2,jolee,31
16,3,jolee,27
16,4,jolee,24
16,5,jolee,107
16,6,jolee,83
16,7,jolee,138
16,8,jolee,142
16,9,jolee,131
16,10,jolee,56
16,11,jolee,52
16,0,billie,78
16,1,billie,75
16,2,billie,72
16,3,billie,112
16,4,billie,145
16,5,billie,247
16,6,billie,141
16,7,billie,116
16,8,billie,55
16,9,billie,66
16,10,billie,78
16,11,billie,73
17,0,stormi,150
17,1,stormi,98
17,2,stormi,113
17,3,stormi,135
17,4,stormi,143
17,5,stormi,116
17,6,stormi,86
17,7,stormi,81
17,8,stormi,75
17,9,stormi,115
17,10,stormi,66
17,11,stormi,60
17,0,marieann,95
17,1,marieann,91
17,2,marieann,87
17,3,marieann,83
17,4,marieann,79
17,5,marieann,75
17,6,marieann,70
17,7,marieann,66
17,8,marieann,62
17,9,marieann,57
17,10,marieann,53
17,11,marieann,48
17,0,tony,95
17,1,tony,92
17,2,tony,126
17,3,tony,117
17,4,tony,172
17,5,tony,182
17,6,tony,169
17,7,tony,95
17,8,tony,91
17,9,tony,87
17,10,tony,82
17,11,tony,78
17,0,audrey,96
17,1,audrey,91
17,2,audrey,87
17,3,audrey,126
17,4,audrey,182
17,5,audrey,572
17,6,audrey,150
17,7,audrey,148
17,8,audrey,64
17,9,audrey,92
17,10,audrey,79
17,11,audrey,70
18,0,rawley,120
18,1,rawley,77
18,2,rawley,70
18,3,rawley,126
18,4,rawley,91
18,5,rawley,106
18,6,rawley,133
18,7,rawley,136
18,8,rawley,69
18,9,rawley,61
18,10,rawley,51
18,11,rawley,122
18,0,violette,87
18,1,violette,83
18,2,violette,78
18,3,violette,73
18,4,violette,69
18,5,violette,65
18,6,violette,61
18,7,violette,57
18,8,violette,53
18,9,violette,48
18,10,violette,44
18,11,violette,40
18,0,trudi,47
18,1,trudi,43
18,2,trudi,40
18,3,trudi,36
18,4,trudi,33
18,5,trudi,30
18,6,trudi,27
18,7,trudi,135
18,8,trudi,122
18,9,trudi,139
18,10,trudi,175
18,11,trudi,158
18,0,ortensia,88
18,1,ortensia,83
18,2,ortensia,80
18,3,ortensia,76
18,4,ortensia,72
18,5,ortensia,135
18,6,ortensia,175
18,7,ortensia,423
18,8,ortensia,161
18,9,ortensia,134
18,10,ortensia,46
18,11,ortensia,78
19,0,kimberley,63
19,1,kimberley,58
19,2,kimberley,93
19,3,kimberley,140
19,4,kimberley,123
19,5,kimberley,119
19,6,kimberley,94
19,7,kimberley,63
19,8,kimberley,53
19,9,kimberley,45
19,10,kimberley,141
19,11,kimberley,111
19,0,ben,91
19,1,ben,88
19,2,ben,84
19,3,ben,81
19,4,ben,77
19,5,ben,72
19,6,ben,68
19,7,ben,65
19,8,ben,61
19,9,ben,58
19,10,ben,53
19,11,ben,49
19,0,gustavus,61
19,1,gustavus,56
19,2,gustavus,52
19,3,gustavus,48
19,4,gustavus,109
19,5,gustavus,105
19,6,gustavus,146
19,7,gustavus,158
19,8,gustavus,152
19,9,gustavus,51
19,10,gustavus,48
19,11,gustavus,44
19,0,emmet,88
19,1,emmet,83
19,2,emmet,78
19,3,emmet,96
19,4,emmet,193
19,5,emmet,353
19,6,emmet,183
19,7,emmet,108
19,8,emmet,58
19,9,emmet,49
19,10,emmet,48
19,11,emmet,87
20,0,cloris,122
20,1,cloris,127
20,2,cloris,128
20,3,cloris,62
20,4,cloris,56
20,5,cloris,116
20,6,cloris,126
20,7,cloris,70
20,8,cloris,66
20,9,cloris,61
20,10,cloris,99
20,11,cloris,126
20,0,addie,87
20,1,addie,83
20,2,addie,78
20,3,addie,75
20,4,addie,71
20,5,addie,68
20,6,addie,63
20,7,addie,60
20,8,addie,56
20,9,addie,52
20,10,addie,47
20,11,addie,44
20,0,heinrich,52
20,1,heinrich,48
20,2,heinrich,44
20,3,heinrich,41
20,4,heinrich,37
20,5,heinrich,34
20,6,heinrich,29
20,7,heinrich,25
20,8,heinrich,21
20,9,heinrich,112
20,10,heinrich,99
20,11,heinrich,141
20,0,ignatius,86
20,1,ignatius,83
20,2,ignatius,79
20,3,ignatius,129
20,4,ignatius,177
20,5,ignatius,562
20,6,ignatius,161
20,7,ignatius,90
20,8,ignatius,41
20,9,ignatius,54
20,10,ignatius,76
20,11,ignatius,84
21,0,coleen,121
21,1,coleen,114
21,2,coleen,129
21,3,coleen,72
21,4,coleen,63
21,5,coleen,95
21,6,coleen,98
21,7,coleen,128
21,8,coleen,106
21,9,coleen,76
21,10,coleen,72
21,11,coleen,67
21,0,jacquetta,87
21,1,jacquetta,83
21,2,jacquetta,79
21,3,jacquetta,75
21,4,jacquetta,72
21,5,jacquetta,69
21,6,jacquetta,64
21,7,jacquetta,61
21,8,jacquetta,56
21,9,jacquetta,53
21,10,jacquetta,49
21,11,jacquetta,46
21,0,urson,56
21,1,urson,51
21,2,urson,47
21,3,urson,96
21,4,urson,119
21,5,urson,162
21,6,urson,164
21,7,urson,160
21,8,urson,85
21,9,urson,81
21,10,urson,78
21,11,urson,73
21,0,timmy,84
21,1,timmy,81
21,2,timmy,77
21,3,timmy,74
21,4,timmy,71
21,5,timmy,89
21,6,timmy,145
21,7,timmy,499
21,8,timmy,193
21,9,timmy,110
21,10,timmy,61
21,11,timmy,71
22,0,keri,107
22,1,keri,143
22,2,keri,129
22,3,keri,107
22,4,keri,96
22,5,keri,137
22,6,keri,73
22,7,keri,64
22,8,keri,145
22,9,keri,72
22,10,keri,66
22,11,keri,59
22,0,petunia,91
22,1,petunia,88
22,2,petunia,84
22,3,petunia,80
22,4,petunia,75
22,5,petunia,70
22,6,petunia,65
22,7,petunia,62
22,8,petunia,58
22,9,petunia,53
22,10,petunia,48
22,11,petunia,44
22,0,clea,74
22,1,clea,69
22,2,clea,64
22,3,clea,59
22,4,clea,54
22,5,clea,50
22,6,clea,134
22,7,clea,143
22,8,clea,149
22,9,clea,178
22,10,clea,175
22,11,clea,93
22,0,archibold,94
22,1,archibold,90
22,2,archibold,87
22,3,archibold,81
22,4,archibold,77
22,5,archibold,108
22,6,archibold,164
22,7,archibold,468
22,8,archibold,186
22,9,archibold,130
22,10,archibold,60
22,11,archibold,66
23,0,maxim,110
23,1,maxim,113
23,2,maxim,140
23,3,maxim,111
23,4,maxim,71
23,5,maxim,61
23,6,maxim,104
23,7,maxim,124
23,8,maxim,125
23,9,maxim,81
23,10,maxim,73
23,11,maxim,66
23,0,starlin,98
23,1,starlin,93
23,2,starlin,89
23,3,starlin,85
23,4,starlin,80
23,5,starlin,76
23,6,starlin,72
23,7,starlin,68
23,8,starlin,63
23,9,starlin,58
23,10,starlin,54
23,11,starlin,51
23,0,rachel,72
23,1,rachel,68
23,2,rachel,63
23,3,rachel,60
23,4,rachel,107
23,5,rachel,152
23,6,rachel,158
23,7,rachel,197
23,8,rachel,183
23,9,rachel,79
23,10,rachel,76
23,11,rachel,72
23,0,riva,98
23,1,riva,93
23,2,riva,88
23,3,riva,84
23,4,riva,80
23,5,riva,76
23,6,riva,73
23,7,riva,68
23,8,riva,64
23,9,riva,113
23,10,riva,212
23,11,riva,600
24,0,delia,101
24,1,delia,136
24,2,delia,111
24,3,delia,125
24,4,delia,117
24,5,delia,105
24,6,delia,76
24,7,delia,67
24,8,delia,61
24,9,delia,100
24,10,delia,72
24,11,delia,63
24,0,callida,88
24,1,callida,84
24,2,callida,80
24,3,callida,77
24,4,callida,72
24,5,callida,68
24,6,callida,65
24,7,callida,62
24,8,callida,58
24,9,callida,54
24,10,callida,51
24,11,callida,46
24,0,hill,81
24,1,hill,76
24,2,hill,73
24,3,hill,68
24,4,hill,120
24,5,hill,131
24,6,hill,141
24,7,hill,143
24,8,hill,138
24,9,hill,58
24,10,hill,54
24,11,hill,50
24,0,merilyn,88
24,1,merilyn,83
24,2,merilyn,79
24,3,merilyn,76
24,4,merilyn,130
24,5,merilyn,180
24,6,merilyn,435
24,7,merilyn,145
24,8,merilyn,109
24,9,merilyn,77
24,10,merilyn,86
24,11,merilyn,89
25,0,joceline,110
25,1,joceline,81
25,2,joceline,74
25,3,joceline,101
25,4,joceline,131
25,5,joceline,140
25,6,joceline,112
25,7,joceline,85
25,8,joceline,78
25,9,joceline,72
25,10,joceline,110
25,11,joceline,117
25,0,polly,99
25,1,polly,95
25,2,polly,92
25,3,polly,87
25,4,polly,83
25,5,polly,78
25,6,polly,73
25,7,polly,69
25,8,polly,64
25,9,polly,60
25,10,polly,57
25,11,polly,52
25,0,wit,46
25,1,wit,42
25,2,wit,38
25,3,wit,33
25,4,wit,28
25,5,wit,24
25,6,wit,18
25,7,wit,13
25,8,wit,123
25,9,wit,100
25,10,wit,164
25,11,wit,171
25,0,georg,99
25,1,georg,94
25,2,georg,90
25,3,georg,86
25,4,georg,82
25,5,georg,79
25,6,georg,136
25,7,georg,185
25,8,georg,222
25,9,georg,219
25,10,georg,137
25,11,georg,46
26,0,marianna,102
26,1,marianna,139
26,2,marianna,97
26,3,marianna,68
26,4,marianna,61
26,5,marianna,130
26,6,marianna,80
26,7,marianna,74
26,8,marianna,66
26,9,marianna,92
26,10,marianna,108
26,11,marianna,121
26,0,towny,88
26,1,towny,83
26,2,towny,79
26,3,towny,75
26,4,towny,72
26,5,towny,67
26,6,towny,63
26,7,towny,59
26,8,towny,55
26,9,towny,50
26,10,towny,45
26,11,towny,41
26,0,wilona,53
26,1,wilona,48
26,2,wilona,44
26,3,wilona,39
26,4,wilona,35
26,5,wilona,30
26,6,wilona,27
26,7,wilona,23
26,8,wilona,136
26,9,wilona,109
26,10,wilona,147
26,11,wilona,195
26,0,justin,89
26,1,justin,84
26,2,justin,81
26,3,justin,77
26,4,justin,73
26,5,justin,95
26,6,justin,163
26,7,justin,491
26,8,justin,191
26,9,justin,119
26,10,justin,87
26,11,justin,71
27,0,joey,67
27,1,joey,58
27,2,joey,121
27,3,joey,134
27,4,joey,76
27,5,joey,67
27,6,joey,62
27,7,joey,121
27,8,joey,143
27,9,joey,105
27,10,joey,115
27,11,joey,147
27,0,lacie,98
27,1,lacie,95
27,2,lacie,91
27,3,lacie,85
27,4,lacie,80
27,5,lacie,77
27,6,lacie,73
27,7,lacie,69
27,8,lacie,64
27,9,lacie,59
27,10,lacie,56
27,11,lacie,53
27,0,herminia,97
27,1,herminia,91
27,2,herminia,87
27,3,herminia,83
27,4,herminia,145
27,5,herminia,128
27,6,herminia,154
27,7,herminia,155
27,8,herminia,153
27,9,herminia,79
27,10,herminia,75
27,11,herminia,72
27,0,leilah,93
27,1,leilah,89
27,2,leilah,86
27,3,leilah,81
27,4,leilah,77
27,5,leilah,73
27,6,leilah,68
27,7,leilah,63
27,8,leilah,58
27,9,leilah,123
27,10,leilah,186
27,11,leilah,481
28,0,oralle,65
28,1,oralle,59
28,2,oralle,54
28,3,oralle,117
28,4,oralle,111
28,5,oralle,101
28,6,oralle,126
28,7,oralle,108
28,8,oralle,73
28,9,oralle,69
28,10,oralle,106
28,11,oralle,126
28,0,candice,94
28,1,candice,89
28,2,candice,85
28,3,candice,81
28,4,candice,77
28,5,candice,73
28,6,candice,68
28,7,candice,64
28,8,candice,60
28,9,candice,55
28,10,candice,52
28,11,candice,49
28,0,nariko,91
28,1,nariko,88
28,2,nariko,84
28,3,nariko,80
28,4,nariko,142
28,5,nariko,136
28,6,nariko,167
28,7,nariko,207
28,8,nariko,206
28,9,nariko,86
28,10,nariko,83
28,11,nariko,79
28,0,ira,90
28,1,ira,86
28,2,ira,81
28,3,ira,76
28,4,ira,71
28,5,ira,67
28,6,ira,63
28,7,ira,59
28,8,ira,122
28,9,ira,159
28,10,ira,527
28,11,ira,163
29,0,rhett,98
29,1,rhett,141
29,2,rhett,107
29,3,rhett,133
29,4,rhett,104
29,5,rhett,70
29,6,rhett,62
29,7,rhett,143
29,8,rhett,123
29,9,rhett,80
29,10,rhett,69
29,11,rhett,63
29,0,mariann,94
29,1,mariann,91
29,2,mariann,86
29,3,mariann,83
